userCardNo,real_collection_date,category,img_url
ICNKZ2VE,2025.8.13,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250814063606_8eb5de9933ff49acb3fb29a0f1f5de79.jpeg
ICNKZ2VE,2025.8.13,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250814063606_86317e9dacd04537842400eeee17f7c7.jpeg
ICNKZ2VE,2025.8.13,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250814063706_824d9868db41464db79216ea83842a9c.jpeg
K4H90WNS,2025.8.13,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250814033103_450fdab1a7174b75b709414c365201bb.jpeg
K4H90WNS,2025.8.13,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250814032903_3b4f935cf96649209a1f35b7a14914f6.jpeg
GVRSSYRJ,2025.8.14,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250815015901_3de27d592560474692709c4e98de2c90.jpeg
Y2T4QE83,2025.8.14,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250815102010_942956b049c2494fa9007a37833a23eb.jpeg
Y2T4QE83,2025.8.14,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250815102210_884a4f0811e14e9da73e7c11b788b9b3.jpeg
Y2T4QE83,2025.8.14,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250815102310_43d6a83872bc466a88bdde1887d3a2a3.jpeg
Y2T4QE83,2025.8.14,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250815102410_b748403a8cdd4d389c83fea65f283e4d.jpeg
JC1PB4D0,2025.8.14,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250815080508_98bf1028a11e4a43af4bb2277feed3e1.jpeg
J1MCKRAU,2025.8.14,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250815081008_f41c3ab178894b75aed5d965d4cd4f30.jpeg
J1MCKRAU,2025.8.14,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250815081108_dd1141a8e44b4a81bdb1ec9f6e8d3208.jpeg
J1MCKRAU,2025.8.14,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250815081108_610dcb4ea24740a786fa123d2f8da8ce.jpeg
J1MCKRAU,2025.8.14,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250815081108_ef2bd09713f2497fb0bfb2f04c6e15aa.jpeg
R5LA935F,2025.8.14,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816003200_0abdc468ded34ad28264e1dc996929d9.jpeg
R5LA935F,2025.8.14,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816003300_1d38bac757334b77bc33a98fb218593f.jpeg
R5LA935F,2025.8.14,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816003300_95c82190cb44424bbe8e6c55a8503770.jpeg
R5LA935F,2025.8.14,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816003200_bbd35467cc9a4d6ca926a6e828728f2b.jpeg
BUQT9RB3,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816145814_7c15349f9f994602acee92d8c990e26f.jpeg
EL2TR2R9,2025.8.15,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816063806_2af015a8b78d4b5aa230e26b14f9b69c.jpeg
ASJ4Q5WR,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816080008_8b34942501814636bbe573b1ee506e8d.jpeg
ASJ4Q5WR,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816080108_b8f6a8fdc0f5413e84ca7cd40fdf1cd1.jpeg
2Y5DSM48,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816011101_017f1965dd2941829640d1ba36d0564c.jpeg
2Y5DSM48,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816011101_438f0dd4587e4a43a9fbffeebe51860a.jpeg
MWZ1GY0S,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816004300_1b653f5db9e64762a640bc388f8907eb.jpeg
V7HCX6D0,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816051605_8019132252754d22acacba241c5f0c12.jpeg
V7HCX6D0,2025.8.15,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816051505_c53566e934114fb093099f64b4c560c0.jpeg
V7HCX6D0,2025.8.15,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816051505_abd73c1d598a439483a14c175a577aa0.jpeg
V7HCX6D0,2025.8.15,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816051605_523b657cf4e84c1caf2bafe35e1a860e.jpeg
MODQ3GT2,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816044604_76f3ab17d543495e9c4e75e16442520e.jpeg
MODQ3GT2,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816044704_4e084103ab0c436f8c928783f159c7ab.jpeg
MODQ3GT2,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816044704_4300a1da9f78456db8826a35bbb4e88a.jpeg
MODQ3GT2,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816044704_f19fa5651f704ad1b3669f51d1af60a6.jpeg
GGE6DSVW,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816002600_9c884475827d4337994416a322db7594.jpeg
GGE6DSVW,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816002700_9cf8ba108e824d4dbb1148cba1f3e588.jpeg
GGE6DSVW,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816002700_a64a021814524d519c2d27787aa855c2.jpeg
GGE6DSVW,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816002800_dbc91fa5d9004cf5bb259397f367a9e0.jpeg
GGE6DSVW,2025.8.15,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816002600_42557ef041414e9d924a86f5f4d94c6b.jpeg
GGE6DSVW,2025.8.15,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816002900_811d9f67dd5c482bb2d590be8581da89.jpeg
3ZJHQZX1,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816045704_abab47eab3244c5ba1d0461adcf67268.jpeg
3ZJHQZX1,2025.8.15,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250816045804_f134e868d9d24bf3a8d674f7bf82e0e6.jpeg
YZZ7MWRL,2025.8.16,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250817012901_3f2d5f19e46c46408fbb17a8aa396f44.jpeg
YZZ7MWRL,2025.8.16,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250817012901_dcb5b17d835d45cfb78599812c8b1597.jpeg
YZZ7MWRL,2025.8.16,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250817013001_9b4f225a09bc46d4ad2029fa71b4ce92.jpeg
MVTHZ2WK,2025.8.16,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250817062806_6ea8cb1045614da8b767bc676d9ade81.jpeg
MVTHZ2WK,2025.8.16,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250817062906_6ce4466c3d374e2690146d713443ea15.jpeg
MVTHZ2WK,2025.8.16,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250817063006_6de39fda08514d98a81257ad0c352ba2.jpeg
MVTHZ2WK,2025.8.16,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250817063306_c92d304310104b39a7b5201bb00853d5.jpeg
BU5VJDRB,2025.8.16,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250817030703_0bb1d1b99b4d4885b292b93acaf0a07f.jpeg
FHKESRS8,2025.8.16,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250817022602_9dc566dd34274ffb8a4ae48ca8cde67b.jpeg
FHKESRS8,2025.8.16,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250817022602_661f896b3e684ed7a4dbe61117ac5e20.jpeg
OP8M1AA3,2025.8.16,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250817021002_cefa998afdcd4eb7a976d4a9a0939d93.jpeg
OP8M1AA3,2025.8.16,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250817021102_e92839469c124e33adfe7b306800b0b6.jpeg
OP8M1AA3,2025.8.16,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250817021102_43db6c07f3ce4de08ac90df1897cb001.jpeg
OP8M1AA3,2025.8.16,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250817021102_cbefa04a99f84261923b949d7db337de.jpeg
OP8M1AA3,2025.8.16,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250817021102_4528295a4e6f4cc6ba28bad9dd8f3c05.jpeg
GSHKANZM,2025.8.17,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250818031903_6def6f12cc854a25badd8c96f6c9c560.jpeg
GSHKANZM,2025.8.17,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250818031903_1d843dae5d1e4ef18a9c57948c7f9aa6.jpeg
GSHKANZM,2025.8.17,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250818032003_d769ad74a471453786fed4eacec029b3.jpeg
SSVQUE6Q,2025.8.17,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250818085008_3c47e64d377646c6a432a9404be9ea3c.jpeg
SSVQUE6Q,2025.8.17,일반셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250818084808_ea06a2e2d1e44017bfe99936d581fa8d.jpeg
YTYI58HG,2025.8.17,와이셔츠,https://cloudfront.laundrygo.com/smartfactory/smartfactory_20250818022802_36a7316a8f4a44298fad7f3ad0d075c0.jpeg
